,gene,logFC,AveExpr,P.Value,FDR
ASCL4,ASCL4,-0.0126071666447181,5.33042241545244,0.217839440887512,0.387099627717838
LOC643197,LOC643197,-0.0126061694653909,5.3702901342448,0.0623984307535983,0.148676578301075
DLX4,DLX4,0.0126058374330259,5.34029033054803,0.110115716944188,0.231673697528812
PGM5P2,PGM5P2,-0.0126056622570401,5.39214969688655,0.145634296339232,0.287305444795601
OR7E156P,OR7E156P,-0.0125979288927819,6.65115691159519,0.66003067637976,0.799426468083373
JMJD8,JMJD8,0.0125975402664632,11.2987948886131,0.620678537397191,0.772076235957612
LOC285544,LOC285544,0.0125963184949689,5.44024591575385,0.0356925274380612,0.0941697429624981
WASL,WASL,-0.0125948834825735,9.59912553526315,0.535077099289111,0.708381877669274
LOC401630,LOC401630,0.0125907402491214,5.29642723652731,0.0436388683351713,0.111103175936997
BCAS1,BCAS1,-0.0125888359846004,6.30006430213767,0.7774041793566,0.876556270619816
LOC643501,LOC643501,0.0125874629225562,5.47389656986044,0.0870205732164793,0.193427807262903
LOC650721,LOC650721,0.0125847880680297,5.39698966804669,0.073605426625417,0.169629233360121
OR7C1,OR7C1,0.0125806060687206,5.25290804043087,0.065497483117905,0.154586070174807
LOC441126,LOC441126,0.012579181749329,5.74574613258368,0.085438987025956,0.190596406816767
GABRA4,GABRA4,0.0125780571757644,5.35904792280393,0.0598341683014044,0.143570134859029
DSCR4,DSCR4,-0.0125774270837625,5.47843320346948,0.187384436566646,0.346383408925516
COPS7B,COPS7B,0.0125752025077984,8.10504886465173,0.45491271217821,0.641290674051848
PSPC1,PSPC1,-0.0125743312161078,6.67645244605068,0.464805871349585,0.649585450715017
LOC646746,LOC646746,0.0125738775835332,5.71833217388122,0.0740278467411807,0.170368045756842
EPR1,EPR1,0.0125729875655724,5.43174353551862,0.0705957926502298,0.164055882183124
LRRC7,LRRC7,-0.0125658943605539,5.23103356468179,0.0813812102686669,0.183360290493697
ADIG,ADIG,-0.0125638982054275,5.4631139988318,0.131479053034148,0.265547478179929
LOC653057,LOC653057,-0.0125624067620244,5.46244784861622,0.103277709295222,0.220539012077974
C14orf182,C14orf182,-0.012562034389151,5.3111464648629,0.0444098809929102,0.112713528942569
LOC653451,LOC653451,0.0125577058793777,5.31936270225488,0.0387132108512524,0.100582583249783
TIMP3,TIMP3,0.0125570071403483,8.75001520226705,0.800957960812256,0.891099287148156
CHPT1,CHPT1,-0.0125569796848455,8.53234467524329,0.788726074795938,0.88411896449622
FLJ44653,FLJ44653,0.012555729852579,5.39041328445208,0.0535804095302223,0.131375893831125
IFNA10,IFNA10,0.0125540123526574,5.48495453580245,0.125314660163375,0.256028364642178
IL6R,IL6R,-0.0125530240429928,5.56858974102011,0.229733697938491,0.401671753523615
NEK5,NEK5,-0.0125494223607337,5.24581803124043,0.0669979804895736,0.157347333065627
TCTE1,TCTE1,0.0125431903285532,5.27586953730956,0.035413934546588,0.0936109326007252
LOC650212,LOC650212,0.0125397318933457,5.32546576243537,0.0401276349602073,0.103606588350845
LOC644302,LOC644302,-0.0125374160754363,5.22186645203509,0.0939502835134634,0.205191048261622
ABCA4,ABCA4,0.0125369915476055,6.30175412590987,0.667289147780002,0.804856120682439
KCNK10,KCNK10,0.0125303522755199,5.68853358077173,0.174562606225375,0.328254727925892
SLC6A14,SLC6A14,0.0125295049089464,5.39237267124836,0.433378493096678,0.621561831941045
LOC203235,LOC203235,-0.0125282275775081,5.37435314450063,0.0379558373582722,0.0990637145535372
LOC389199,LOC389199,0.0125181780940238,5.42233451121466,0.0602361873474022,0.144383708731616
MKRN2,MKRN2,0.0125172809542256,8.1937314465831,0.447136600568978,0.634538784859269
CSNK2A2,CSNK2A2,0.0125169834931772,7.81987456375577,0.545751411354186,0.716646710683083
OR56A1,OR56A1,0.0125165404824851,5.39110041942143,0.0496496913434361,0.123465984545314
LOC196752,LOC196752,-0.0125153595428683,6.78898359758281,0.659532446934506,0.799138285356853
LOC646162,LOC646162,0.0125135300577263,5.28989389774118,0.0670525476799082,0.157431519112957
LOC645686,LOC645686,-0.0125098645209712,5.33468433888769,0.0523402848930583,0.128898936673377
C2orf60,C2orf60,-0.0125048345394697,5.42160673890555,0.0791006891616526,0.179194601167556
FOXJ3,FOXJ3,-0.0125045772646996,8.80000503647803,0.45303757754433,0.639292408047353
LOC652597,LOC652597,-0.0125034040300605,5.48541088217362,0.109683374305197,0.230995255611613
ANKRD20B,ANKRD20B,-0.0125021531749504,5.29548492862223,0.139192954050376,0.277681468035971
C16orf73,C16orf73,0.0125010038350921,5.38049479891245,0.271648475030517,0.453490453154438
RPS6KA3,RPS6KA3,-0.012500448925492,5.82869849665409,0.363675190659219,0.554665137661279
SFI1,SFI1,-0.0125000188418653,6.07367570949783,0.468329814138867,0.652547473273795
LOC653673,LOC653673,0.0124992512614524,5.4502451837109,0.102879328280986,0.219915242659948
LOC389672,LOC389672,0.0124982331454426,6.58616185305523,0.632327517421609,0.779342352313858
LOC220998,LOC220998,0.0124976356840378,5.34187709764738,0.0306929692012935,0.0831543827154464
PMCH,PMCH,-0.0124964036055391,5.31586303740048,0.049450302364772,0.123067202136576
ZNF581,ZNF581,-0.0124804708481936,8.73781966857731,0.581937360164153,0.744170595635057
ZNF354A,ZNF354A,0.0124801735706714,5.92933358368574,0.298816045368824,0.484948934870678
POLR3B,POLR3B,-0.0124779134333819,7.42127923751769,0.465870355432393,0.650392478330446
LOC644420,LOC644420,0.0124723521680164,5.34626745654438,0.0589308662402343,0.141793790511076
KIAA0586,KIAA0586,-0.0124721516067557,6.70171016568167,0.430267302612748,0.618792267895605
HIPK3,HIPK3,0.0124709723774209,5.61292492972302,0.223561674222413,0.394020813000071
C4orf22,C4orf22,-0.0124639553350561,5.37811697532036,0.11993543355969,0.247584577190399
ZNF663,ZNF663,0.0124628519008263,5.45056555718206,0.0498224228230104,0.123785708388705
LOC650217,LOC650217,-0.0124616824976974,5.37295917641485,0.0563299679553863,0.136933169356185
CHRDL2,CHRDL2,-0.0124612994091752,5.4562714951561,0.449964608455456,0.636808500021359
GARNL4,GARNL4,0.0124556200422817,7.16287091813016,0.684775666727571,0.816114914975584
ACCN3,ACCN3,0.0124544619947355,5.64658019506112,0.387069081622428,0.577707292629037
LOC642671,LOC642671,0.0124509452836343,5.37905678616594,0.0309375052568475,0.0836539531210878
OLA1,OLA1,0.0124494365225132,5.53408845479673,0.125832471856973,0.256836699029751
LOC652605,LOC652605,0.0124476059517321,5.45612228139119,0.126182263455687,0.257398162217255
MLH3,MLH3,-0.0124461370714077,5.80173374086591,0.233312113202698,0.406154981498597
C5orf42,C5orf42,-0.0124420105631646,5.6334492113406,0.186877086429875,0.34576715338855
ZNF560,ZNF560,0.0124409628819341,5.36448556735238,0.0666475289716422,0.156640941018874
LOC648626,LOC648626,-0.0124389049345977,5.56625211631528,0.133220375812315,0.268209558359695
LOC644711,LOC644711,0.0124368558353205,5.48283880983134,0.0532318422133211,0.130660918014951
KIAA0888,KIAA0888,0.0124313678591446,5.51305209476587,0.0476520906024058,0.119493452612195
PLEKHO1,PLEKHO1,-0.0124311866896195,7.7079608452847,0.633809769234857,0.78024635466545
FUT5,FUT5,0.0124309384604966,5.43316779679923,0.12908890099429,0.261915296307218
PLGLA,PLGLA,-0.0124283170611823,5.62013409593629,0.253079544544056,0.43072864803059
PRTFDC1,PRTFDC1,-0.0124272429496174,6.08849419260286,0.645647652454013,0.789204853728855
LOC642622,LOC642622,0.0124270328793587,5.40140901121644,0.0456224706848857,0.115246189089646
LOC652659,LOC652659,0.012426730268161,5.56359782121838,0.0791061627240792,0.179194601167556
PPARGC1A,PPARGC1A,0.0124254372925588,5.63488394059629,0.541821093727779,0.713751895596283
DBF4B,DBF4B,0.012424399646192,5.47494120567402,0.137340667335957,0.27492107875518
MYH15,MYH15,0.0124190863118418,5.29684466939262,0.093663695041871,0.204708281947182
APBA2BP,APBA2BP,0.0124176325393307,5.84387225375654,0.375058758971098,0.565941884761222
HTN3,HTN3,0.0124155451332835,5.41960787017156,0.216984219076893,0.385906089451664
LOC648689,LOC648689,0.0124125074742272,5.45600315535438,0.0625379976822079,0.148952851730244
LOC729751,LOC729751,0.0124116316564332,5.62782776623755,0.101036363668033,0.216949985753438
PRR15,PRR15,-0.0124111815196998,5.81645343264503,0.346290489933755,0.536754514625754
LOC652082,LOC652082,0.0124073931928951,5.56697342741217,0.0507599495949481,0.12570648948477
KRTAP21-1,KRTAP21-1,0.0124024539578178,5.5492986805822,0.268136551782555,0.448934757656643
LOC651524,LOC651524,-0.0124008523650096,5.32619698765546,0.146767395733567,0.289111256310333
LOC643396,LOC643396,-0.0123938700660598,5.59781923706544,0.186354878310824,0.344933439684833
KRT33B,KRT33B,0.0123923606246202,5.31943776770007,0.0634686403669929,0.150756695149091
LOC651060,LOC651060,0.0123919669480677,5.54370129013578,0.0690098831500208,0.161023060683382
APOA1,APOA1,0.0123918231982996,5.41428180919151,0.351928666100591,0.542419294478993
NLRP6,NLRP6,0.0123903917484719,5.31794270136981,0.0764634604865232,0.174526330522221
LOC648309,LOC648309,-0.0123873562818716,5.49554605550226,0.0649408884310084,0.153646134609161
RHOV,RHOV,0.012386521130119,5.44552859494395,0.227459899530851,0.398524782649094
LOC647171,LOC647171,0.0123738651670669,5.46094478460721,0.0297288312866323,0.0809846620990346
LOC642673,LOC642673,0.0123737890221658,5.4709806413607,0.0328663244571625,0.0879083580794418
NUBP1,NUBP1,0.01235862633711,7.62257667683659,0.485222952078945,0.66676859496964
ITGB2,ITGB2,-0.0123555166205837,10.0480887059649,0.782329597989587,0.879763354643902
PDE4C,PDE4C,-0.0123553923964872,12.8521370795274,0.702278449061026,0.827204631559165
LIPL3,LIPL3,0.0123529106845965,5.29019933525457,0.0996109470888016,0.214619948172883
CDH10,CDH10,0.0123505674961383,5.33574110095148,0.47738207489615,0.66067227963575
PGLYRP4,PGLYRP4,-0.0123500624809038,5.67800959727087,0.148743508888854,0.291819056088966
CES4,CES4,0.0123471306506735,5.48811876846158,0.280517516385828,0.464180500025034
STRN3,STRN3,-0.0123466862149287,7.94466483901633,0.589322616210578,0.749053424939575
SPINK5L3,SPINK5L3,0.0123465678494489,5.43663395427253,0.243787956582829,0.419339090215099
UNC93A,UNC93A,0.0123454502529926,5.45579101071319,0.071907434523768,0.166704719552069
NCR3,NCR3,-0.0123431788099035,5.51045521869527,0.42468171255704,0.613723635736949
OR6C2,OR6C2,-0.012342997133072,5.24178984221574,0.0690089542123278,0.161023060683382
CD74,CD74,-0.0123424209939047,8.02319516860093,0.77777134446834,0.876786964486674
LOC642795,LOC642795,0.0123408802401652,5.57137701485981,0.187948072725643,0.347163126279288
LYG2,LYG2,0.0123402228405125,5.35217833271459,0.122780876924816,0.252121929112826
LOC650849,LOC650849,0.0123383968131094,5.41732566088191,0.0619916353293905,0.147902872715137
NME3,NME3,-0.0123354572721297,10.4133265402103,0.724074231023543,0.841561996695012
TMEM82,TMEM82,0.0123347648130751,5.37912899449354,0.0661213638931298,0.155694396891532
LOC643906,LOC643906,0.0123307354043055,5.3182053841988,0.0559834831897756,0.136261583590126
ENTPD2,ENTPD2,0.0123297654155597,5.75096954316016,0.546835862079661,0.717473222828463
LCN1,LCN1,-0.0123286310953391,5.49407602036438,0.146766192519774,0.289111256310333
TNFSF11,TNFSF11,-0.0123229470962104,5.39595793664497,0.256611874095328,0.434862924677702
LOC646241,LOC646241,-0.0123210200113987,5.34554536495242,0.0472941898600089,0.118743811881798
PRRG3,PRRG3,-0.0123200764979105,5.47167883439637,0.144020486283704,0.28481216806187
RASA4,RASA4,-0.0123188019178277,5.63423685063817,0.274159117932104,0.456624164995783
LOC652606,LOC652606,0.0123185761045867,5.35290095692966,0.074191028282953,0.170650187957908
TRAF3IP3,TRAF3IP3,0.0123143019059474,6.42067135656414,0.714501609942558,0.835439683705545
DEFA4,DEFA4,-0.012313411371864,5.57703138048395,0.116806261101261,0.242702664521046
TLL2,TLL2,0.0123125328021118,5.48505300384283,0.0659338383163533,0.155391064514348
CPT2,CPT2,-0.0123110734953151,8.50400854164044,0.542126590780776,0.714005201368698
OR5M9,OR5M9,0.0123071591645277,5.32432824191578,0.0468648939850485,0.117853622952034
C6orf25,C6orf25,-0.0123044907007229,5.449242522924,0.179773764199994,0.335826177211214
CPSF4,CPSF4,-0.0123043529891348,9.65393075824321,0.531973097625926,0.705732446087907
LOC341651,LOC341651,0.0122996922726664,5.34356993397728,0.0684800356666942,0.160089328503322
LOC654080,LOC654080,0.0122991695959532,5.35383892083863,0.0541734495034997,0.132520875019324
LOC649504,LOC649504,0.0122983612799197,5.35878365648549,0.0510804769053511,0.126314278706939
MRPL19,MRPL19,0.012295123484871,6.37173318248936,0.599473908715213,0.756891701335507
CDCP2,CDCP2,0.0122900418728861,5.25151388330992,0.0605570999822435,0.145070222994211
C21orf67,C21orf67,0.0122899642768767,5.74827105484723,0.278265586230675,0.461711487718742
FLJ35946,FLJ35946,0.0122881535777182,5.26431388516696,0.0816634255563099,0.183914024275539
OR11G2,OR11G2,-0.01228763479019,5.50201899312589,0.14236109502818,0.282407596575353
ANKHD1,ANKHD1,-0.0122866355564373,7.78339740004715,0.478255813505566,0.661406268833979
LOC645915,LOC645915,-0.0122743691045677,5.37072257583371,0.0863767761573764,0.192333733234815
LOC642587,LOC642587,0.0122711048869404,5.34031776121354,0.0334229485635527,0.0891514216918278
LOC648220,LOC648220,-0.0122686575546085,5.47063232684805,0.0709048418013592,0.164667895513642
C2orf67,C2orf67,0.0122674994534788,5.38309844467164,0.0867301615817207,0.192994650432303
C11orf9,C11orf9,0.0122674104877888,5.40895551900316,0.150909082882421,0.294943782379742
TPPP,TPPP,0.0122658275360169,5.59371147539177,0.400556066021889,0.590983591648646
CLEC7A,CLEC7A,-0.0122650144658034,5.79054708251229,0.331861312298564,0.520866164577171
SUMO1P1,SUMO1P1,0.0122612958465655,5.52126496991036,0.153648710849449,0.299047190040881
C6orf138,C6orf138,0.0122612121720733,5.67182080634316,0.0780681451882933,0.177480685483488
LOC283683,LOC283683,-0.0122584635734965,5.52316621662314,0.378963900633429,0.569857619668602
LOC729193,LOC729193,0.0122554269272622,5.31523204699697,0.100504519976837,0.216065447803633
MEP1A,MEP1A,0.0122538705724863,5.56240789731935,0.199267136840809,0.36224105730824
PROP1,PROP1,-0.0122526137095229,5.45061424584336,0.13367900058768,0.268935711868102
WDR17,WDR17,-0.0122522115485379,5.45045291364161,0.19621696959783,0.358369775502358
MTRF1L,MTRF1L,-0.0122506653153605,8.29717147576781,0.486578350739674,0.667939853763222
AKR7A3,AKR7A3,-0.0122498865654486,9.39355714450665,0.847054518081815,0.91908291367519
PDE1C,PDE1C,0.0122496022133496,5.4598626579857,0.133523548150665,0.268687251554995
STK24,STK24,0.0122484504270305,10.8449995410018,0.562722398374094,0.729701106109903
LOC643720,LOC643720,0.0122482770334455,5.38018730687417,0.0523036059468429,0.128846340281902
RPS12,RPS12,-0.0122465532296887,13.8484534724956,0.667808040687833,0.805058596572497
HIST1H1A,HIST1H1A,0.0122433422206285,5.68671490985338,0.244359122155103,0.420023978587514
LOC730076,LOC730076,-0.0122413347617388,5.28072624016131,0.0572428059188127,0.138631228541788
GFI1B,GFI1B,-0.0122389689501972,5.49514774215729,0.0565356941269977,0.137334154515886
LOC650241,LOC650241,0.0122382919047353,5.44751026832087,0.0553640843354077,0.134975369116125
SILV,SILV,-0.0122348023705905,5.92257373955074,0.566541032328459,0.732200796856254
C13orf28,C13orf28,-0.0122286333668243,5.33622573864844,0.181711091199958,0.338767913744646
LOC646040,LOC646040,0.0122261302623584,5.35866132243062,0.0740161318301218,0.170356625655534
ABCA12,ABCA12,-0.0122229367492789,5.81482706175264,0.648980929517806,0.791591688337051
SMAD3,SMAD3,0.0122154319808636,7.61886712321804,0.657789326086807,0.797784198765346
LOC652150,LOC652150,-0.0122136841252444,5.37361398358238,0.0774766656788031,0.176406256475166
LOC642843,LOC642843,-0.0122112930363909,5.41079841737434,0.121814222531873,0.250377155453323
LOC442049,LOC442049,0.0122091940097601,5.5725267433118,0.0623016895598828,0.148516207523077
C12orf39,C12orf39,-0.0122086930879596,5.44020594872761,0.323109496869362,0.511820302670812
LOC642888,LOC642888,-0.0122080743103282,5.36587798894735,0.0579778152613138,0.139981273175655
TTLL10,TTLL10,0.0122068171978681,5.30384309726031,0.0983113175833136,0.212527670950457
LOC728004,LOC728004,-0.0122064916307181,5.37315678958357,0.119960005204964,0.247594781257533
ZNF44,ZNF44,-0.0121990166144673,5.35837881071126,0.0728570627616082,0.168411029810322
DSC1,DSC1,-0.0121952608013538,5.46507500802195,0.302959743080471,0.489595054668766
C14orf138,C14orf138,-0.0121942568993823,6.78311081789454,0.489786491961766,0.670878133282599
LOC400965,LOC400965,0.0121890994885607,5.37186581495647,0.0615183698845087,0.14701008197844
LOC390712,LOC390712,0.012186397135114,5.35892905839162,0.362752610766197,0.553564170361095
C20orf151,C20orf151,0.0121783730475463,5.53992673356218,0.229840349021342,0.401830375960528
LOC643043,LOC643043,0.0121750255725725,5.49231151264706,0.0581972596450486,0.140363333300697
LOC649524,LOC649524,-0.012173956616024,5.31152952678884,0.0865901617124484,0.19273836242118
ENTPD8,ENTPD8,-0.012173326318805,5.54024323909834,0.521090535651304,0.697461754943945
KCNK16,KCNK16,-0.0121693706735178,5.3970876880897,0.250514420171307,0.427444283466464
FLJ45202,FLJ45202,-0.0121638917890611,5.61306126569467,0.217582843012408,0.38675262196273
LOC649009,LOC649009,0.0121635309428012,5.93550814492007,0.238241249307339,0.412515458992831
NAT8B,NAT8B,0.01216343214658,5.77871106315325,0.533812065207458,0.707300986399882
C2orf44,C2orf44,0.0121620926207373,7.25878967941475,0.410053089781222,0.599284802533877
LOC730357,LOC730357,0.0121611004109481,5.6199235919924,0.0952858452466643,0.207355413084003
KCNJ12,KCNJ12,0.0121609065771432,5.2389353631528,0.141302510007998,0.280868241607451
LOC642486,LOC642486,0.0121608871572978,5.54599998404148,0.0753428991299468,0.172570413139845
USH1C,USH1C,0.012158436510223,5.30240921046814,0.124231193578186,0.254370956220313
LOC652676,LOC652676,-0.012158367600456,5.36601809556377,0.0994413613547025,0.214346092298055
BRSK1,BRSK1,0.0121569302830069,7.88065857690562,0.729294067596978,0.844788518373842
ZKSCAN5,ZKSCAN5,0.012155411918681,6.15332716732784,0.300244501037266,0.486626510841291
BCORL1,BCORL1,-0.0121522877400011,6.27948268361766,0.477526487077065,0.660763394908962
LOC652735,LOC652735,0.0121484567713071,5.45839806820112,0.0360681984994121,0.0949325520858809
LOC641926,LOC641926,0.0121483154337784,5.43624715752796,0.147421554190604,0.289957735607265
LOC649749,LOC649749,0.0121471101979456,5.45988303847763,0.0584576062380777,0.140923888215406
OLIG2,OLIG2,0.0121445119917208,5.38811549929077,0.229108031623842,0.40077225224007
SIGLEC9,SIGLEC9,0.012134951279546,5.6223391885709,0.293050576949337,0.478268854656351
LOC643082,LOC643082,0.0121338794265643,5.29027431115701,0.0812448316794568,0.183102073754631
ZFP42,ZFP42,-0.012133187912314,5.59972488303873,0.573915117240032,0.737694531906635
BLOC1S3,BLOC1S3,0.0121315306234391,5.37000899524032,0.0580019759158467,0.140026205588993
GRIP1,GRIP1,-0.0121315305568843,5.35805697315729,0.345037338660865,0.535338375137533
LOC644756,LOC644756,0.0121300017702473,5.55200521588239,0.05321553167197,0.130633592781985
LOC649279,LOC649279,0.0121285834647319,5.42596794850801,0.0468934958626692,0.117913795836083
ATRIP,ATRIP,0.0121229146403063,7.77526363693677,0.651396513978769,0.793693854366403
HIST1H2BI,HIST1H2BI,0.0121225632818883,5.28119584940857,0.0448721513030145,0.113658095690005
DHX57,DHX57,0.0121205221489088,5.8939011429695,0.314142096294997,0.502515807832743
OR10H2,OR10H2,0.0121190013637075,5.3108506610534,0.0352594109409768,0.0932904477418943
LOC126767,LOC126767,0.0121101351909246,5.47709233417197,0.0753786948987505,0.172610848225985
RRH,RRH,0.0121096287588345,5.32593513041438,0.0561460867305567,0.136551959513977
ID4,ID4,-0.0121061907387288,5.35860934596947,0.340734635862277,0.531079537472725
LRAT,LRAT,-0.012105681565031,5.4000840218439,0.154808649001688,0.300724770694894
ACAN,ACAN,0.0121033085810352,5.29753814973341,0.0788130844452986,0.178729621743747
IL1RAPL2,IL1RAPL2,0.0121026445259263,5.47118130199537,0.084655398069749,0.189310332981108
C6orf142,C6orf142,-0.0121017283151949,5.34479430375108,0.0630322231907466,0.149861174880422
GGT3P,GGT3P,0.0121008572411785,5.59259977965445,0.194405182748444,0.356031748984622
LOC390205,LOC390205,0.0120989133724124,5.45832908406741,0.092356506450406,0.202570852437041
DRD2,DRD2,-0.0120971670145428,5.48071560486444,0.24947744373484,0.425948629571098
OR4N2,OR4N2,0.0120959821340856,5.36857627903399,0.186146235799475,0.344743593947229
SRP19,SRP19,-0.0120944209472899,8.97878185805512,0.502096323238103,0.680978766875483
LOC643623,LOC643623,-0.012094294705314,5.41036031079454,0.0774746610577707,0.176406256475166
LOC646903,LOC646903,0.0120922553232892,5.27004390563797,0.109407503051283,0.230601866934339
PROCA1,PROCA1,0.0120878428874665,5.43482083616598,0.141670353261734,0.281377709973785
SLC2A14,SLC2A14,0.0120848215040615,5.54802458179656,0.313576776066919,0.502015012969139
OR6C6,OR6C6,0.0120838144718624,5.35134366285175,0.0798657632083335,0.180590971965568
C19orf45,C19orf45,-0.0120820816284862,5.71474663793971,0.469691661950148,0.653607187823499
ITGAX,ITGAX,-0.0120784486706285,7.29725528738674,0.710426300627734,0.832913593839412
LOC650965,LOC650965,0.0120783717492827,5.33932856642694,0.0859484286182853,0.191529631409072
BFSP2,BFSP2,0.0120776277213969,5.48966492298347,0.299403515009009,0.485714865709426
LOC441436,LOC441436,0.012077019701719,5.35921071050262,0.0511754585734092,0.126487162622707
NTRK1,NTRK1,-0.0120755933595932,5.39716939379592,0.196487431560837,0.358630076936535
ATF2,ATF2,-0.0120723199426448,6.45919839691072,0.418177204538693,0.607181267113792
ZFP95,ZFP95,0.0120720169944405,5.23950581902121,0.139041361894477,0.277510718186224
SKIV2L,SKIV2L,-0.0120716546136894,8.56398619135836,0.568237159652112,0.733534315513764
C2orf43,C2orf43,-0.0120708401014444,6.69660024546233,0.509665316163736,0.687700503483313
MMGT1,MMGT1,0.0120705821433342,9.12771184866791,0.541925027677578,0.713814263992583
LOC652623,LOC652623,-0.0120695319867475,5.41405236178231,0.246751940156138,0.422869230776378
PGLYRP2,PGLYRP2,0.0120693875552146,5.41779248982799,0.280242794037164,0.463999816759833
KIAA0467,KIAA0467,0.0120682716713093,5.36335180195192,0.0819772003017976,0.184357355073431
LOC650243,LOC650243,0.0120677578150497,5.41129030058092,0.0589308403735853,0.141793790511076
LOC644953,LOC644953,-0.0120654742023085,5.26254918233981,0.0419960436373714,0.107539199034065
LOC651580,LOC651580,0.0120645072077964,5.45007337009466,0.0507388226567345,0.125666504808963
LOC653589,LOC653589,0.012062156042437,5.34863905408492,0.0449495013387233,0.113831160386801
LIMK1,LIMK1,0.012061003941239,6.04138148506347,0.429168456906458,0.617816358762895
HGD,HGD,-0.0120598773658588,6.21567619595236,0.791282247508732,0.885842846245852
FLJ32214,FLJ32214,0.0120573371654003,5.30091749529033,0.0538444472298147,0.131882302399395
LOC728012,LOC728012,0.0120569596025349,5.33841233769612,0.0677055705820828,0.158567932261755
LOC654032,LOC654032,0.0120563965273836,5.23117152899639,0.0659708710750671,0.155441592928159
BRD9,BRD9,0.0120500637673628,9.26996747288249,0.591511461404727,0.750711900005959
SNHG8,SNHG8,-0.0120498502712085,5.36056245072794,0.28033453105117,0.464090790036021
LOC148915,LOC148915,0.0120455366826154,10.5384856275375,0.616234617753091,0.768899377193496
LOC641931,LOC641931,0.0120450159193993,5.40796676922507,0.154787725099894,0.300709448241726
C1orf212,C1orf212,-0.0120445483627853,6.12471451306021,0.396530718047154,0.587139156878367
FAM166A,FAM166A,-0.0120424884263906,5.42946891265911,0.0760528111722902,0.173823185382727
SAP130,SAP130,0.0120405804051665,7.6489519070644,0.391028845790804,0.581700391264216
IL1RL1,IL1RL1,-0.0120374189170961,5.51082130691923,0.190771749672357,0.351202526729546
LOC647080,LOC647080,0.0120369113341774,5.5334034727038,0.0783621206387974,0.177988617941441
LOC648744,LOC648744,0.0120350965724114,5.58344421403176,0.0736955599524485,0.169794008157254
LOC652713,LOC652713,0.0120350407062635,5.51153043968567,0.0678114270884701,0.15875526007683
SIPA1L2,SIPA1L2,-0.0120338131370548,8.44163537029771,0.728170770198832,0.844029046201523
TBL1Y,TBL1Y,0.0120336776952642,5.36321481397618,0.0679383222860645,0.15902282377369
LOC441251,LOC441251,-0.0120303102435159,5.41979663211847,0.110039001917898,0.231589550378304
LOC647568,LOC647568,-0.0120249274133799,5.51677014094655,0.170184704944294,0.322419940269463
AMN,AMN,-0.0120213762794347,5.41976826403593,0.0702672211831467,0.163427810086515
CHES1,CHES1,-0.0120184400032319,8.43405983591172,0.693584716533393,0.821567998342776
ZC3H11A,ZC3H11A,-0.0120181676029221,5.4594167015231,0.155765891651543,0.301970333328804
IGFBP1,IGFBP1,-0.0120161064085662,5.49019721720412,0.37554107627027,0.566367100558617
SERPINI2,SERPINI2,-0.0120149049107055,5.39872280913111,0.144142905949046,0.285009580004901
KCND3,KCND3,0.0120103053043014,5.83205635873813,0.332730129033748,0.522026149977896
SART1,SART1,0.0120062261731415,5.59223433950409,0.150628172370627,0.294554494424166
OR4F4,OR4F4,0.0120044732918919,5.44922584092001,0.0880947929785559,0.195312016632657
LOC644288,LOC644288,0.0120035403051728,5.2493613232185,0.0386070050827381,0.10039970355915
LOC642566,LOC642566,0.0119991381368725,5.35887610822519,0.0526321268169567,0.129503881336017
SH2D1A,SH2D1A,0.0119972153465976,6.25287564933605,0.655555690999614,0.796550569552993
ALDH1A3,ALDH1A3,-0.0119962773516916,7.7331849349511,0.798901073721729,0.889752617334089
LOC651772,LOC651772,0.0119959465357809,5.38267386558992,0.0708296504623173,0.164553865168371
LOC340515,LOC340515,0.0119945981670898,5.54335109526496,0.11588656917302,0.241251809350192
LY6G6C,LY6G6C,-0.011994030484225,5.61522068396753,0.327752848577523,0.5165583097341
STON1,STON1,-0.0119938661174051,5.72744487978076,0.421047580141812,0.610084909069992
TRAFD1,TRAFD1,0.0119922728182454,7.68873520289876,0.55525323728899,0.723689534596548
LOC652905,LOC652905,0.0119890435703168,5.48618056997636,0.044696771745007,0.113293495185676
OR8I2,OR8I2,-0.0119871762047635,5.18156617514186,0.091721908673797,0.201494280043761
ANKRD45,ANKRD45,-0.0119865478776919,5.42626064782921,0.102562847290411,0.219406046929746
LOC645093,LOC645093,0.0119859835101294,5.28747143868226,0.0658261295343281,0.15518875249819
SKIP,SKIP,0.011982247458081,5.57169992569964,0.0876604655562059,0.19458849318539
KLK14,KLK14,-0.0119689596564073,5.44916204166928,0.391115144324924,0.581782880666769
LBX2,LBX2,-0.0119675413045721,5.63873486407327,0.317112630259708,0.505957538169221
CLEC18C,CLEC18C,0.0119669203967128,5.55611094424751,0.21131925237768,0.378606782116618
LOC646519,LOC646519,0.011964987667879,5.43479716170783,0.0805641308059731,0.181876679371194
AKR1D1,AKR1D1,0.0119621572366113,13.0214221355435,0.671314326941584,0.807433508466379
TAX1BP1,TAX1BP1,-0.0119617938610055,10.1686814672949,0.515987400698807,0.693126593950236
CIZ1,CIZ1,0.0119609194096796,5.77360841199945,0.160351599340351,0.308452165318976
LOC388438,LOC388438,0.0119565575123311,5.38627321208265,0.0592322558834692,0.142362502258409
MRO,MRO,0.0119547619095223,5.31871439559517,0.0627713948881414,0.149381827208568
LOC645451,LOC645451,0.0119541174980442,5.27259208678337,0.0944616587070434,0.205970503531659
